,pageid,RAKE_keywords
66,2480285,"[('klarinette (', 0.00047619047619047673), ('klarinette spielen', 0.0035238095238095237), ('deutschen klarinette', 0.0039047619047619044), ('register (', 0.004285714285714286), ('klarinette notiert', 0.004285714285714286), ('klarinette gespielt', 0.004285714285714286), ('normalen klarinette', 0.004476190476190476), ('mundstück (', 0.004476190476190476), ('klarinette meistens', 0.004476190476190476), ('klarinette klingt', 0.004476190476190476)]"
67,24949,"[('spanischen könig', 0.00047619047619047673), ('könig –', 0.001534391534391535), ('( frankreich', 0.001534391534391535), ('ludwig hielt', 0.0018871252204585543), ('könig führte', 0.0018871252204585543), ('könig stehen', 0.0022398589065255737), ('tod könig', 0.002592592592592593), ('spanischen königs', 0.002592592592592593), ('sowohl ludwig', 0.002592592592592593), ('ludwig xiv', 0.002592592592592593)]"
68,12770,"[('stadt lima', 0.00047619047619047673), ('lima liegt', 0.0034640522875817002), ('lima gehören', 0.003650793650793651), ('lima beträgt', 0.0040242763772175534), ('lima befinden', 0.0040242763772175534), ('stadt callao', 0.004211017740429506), ('metropolregion lima', 0.004211017740429506), ('lima verlor', 0.004211017740429506), ('lima hieß', 0.004211017740429506), ('lima entlang', 0.004211017740429506)]"
69,38614,"[('pokal gewinnen', 0.0004761904761904756), ('pokal (', 0.0004761904761904756), ('pokal qualifiziert', 0.0009774436090225558), ('pokal gewann', 0.0009774436090225558), ('pokal teilnehmen', 0.001478696741854636), ('pokal qualifizieren', 0.001478696741854636), ('pokal mehrfach', 0.001478696741854636), ('pokal verteidigen', 0.001729323308270676), ('pokal geändert', 0.001729323308270676), ('pokal gewonnen', 0.001729323308270676)]"
70,25189,"[('tod jesu', 0.00047619047619047673), ('prozess jesu', 0.00047619047619047673), ('taufe jesu', 0.0008571428571428574), ('leben jesu', 0.0008571428571428574), ('jesu hörer', 0.0008571428571428574), ('jesu hinrichtung', 0.0008571428571428574), ('jesu grablegung', 0.0008571428571428574), ('jesu einzug', 0.0008571428571428574), ('eltern jesu', 0.0008571428571428574), ('einzug jesu', 0.0008571428571428574)]"
71,1108,"[('dna (', 0.0004761904761904778), ('dna bezeichnet', 0.002319508448540708), ('dna –', 0.0024731182795698936), ('verschiedene dna', 0.003087557603686637), ('doppelsträngige dna', 0.003087557603686637), ('dna genannt', 0.003087557603686637), ('dna direkt', 0.003087557603686637), ('dna binden', 0.003087557603686637), ('reiche dna', 0.0032411674347158225), ('komplementären dna', 0.0032411674347158225)]"
72,2684640,"[('petrus (', 0.00047619047619047673), ('simon petrus', 0.0028949357520786103), ('petrus paulus', 0.0028949357520786103), ('): petrus', 0.003046107331821618), ('erstmals petrus', 0.003197278911564626), ('petrus stammen', 0.003499622071050643), ('apostel petrus', 0.003499622071050643), ('petrus nennen', 0.003650793650793651), ('petrus gedeutet', 0.003650793650793651), ('heiligen petrus', 0.003650793650793651)]"
73,21787,"[('vfb stuttgart', 0.00047619047619047673), ('vfb schließlich', 0.0010204081632653062), ('vfb qualifizierte', 0.0012925170068027213), ('vfb gewann', 0.0012925170068027213), ('vfb fast', 0.0012925170068027213), ('vfb inzwischen', 0.0015646258503401356), ('vfb diesmal', 0.0015646258503401356), ('vfb beendete', 0.0015646258503401356), ('damaligen vfb', 0.0015646258503401356), ('vfb verblieben', 0.0021088435374149663)]"
74,13052,"[('wind (', 0.00047619047619047673), ('segler (', 0.0038095238095238095), ('hinten (', 0.0038095238095238095), ('abdrift (', 0.004047619047619047), ('wende (', 0.004285714285714286), ('land (', 0.004285714285714286), ('kreuzen (', 0.004285714285714286), ('( kleinere', 0.004285714285714286), ('wölbung (', 0.004523809523809524), ('wind schräg', 0.004523809523809524)]"
75,5547,"[('wasserstoff (', 0.00047619047619047673), ('wasserstoff ).', 0.0019413919413919412), ('sauerstoff wasserstoff', 0.002087912087912088), ('element wasserstoff', 0.002234432234432234), ('wasserstoff –', 0.0026739926739926746), ('wasserstoff entstehen', 0.0026739926739926746), ('wasserstoff enthalten', 0.0028205128205128203), ('bildet wasserstoff', 0.0028205128205128203), ('wasserstoff steigt', 0.0029670329670329664), ('wasserstoff reagiert', 0.0029670329670329664)]"
76,100822,"[('amerikanischen soldaten', 0.00047619047619047673), ('000 soldaten', 0.00047619047619047673), ('einzelnen soldaten', 0.002380952380952381), ('soldaten laut', 0.0026530612244897956), ('aktiven soldaten', 0.0026530612244897956), ('streitkräfte verfügen', 0.002925170068027211), ('1 %', 0.002925170068027211), ('einzelnen streitkräfte', 0.003197278911564626), ('2 %', 0.003197278911564626), ('zahlreiche soldaten', 0.003469387755102041)]"
77,85547,"[('württemberg 1813', 0.00047619047619047673), ('württemberg 1', 0.00047619047619047673), ('königreich württemberg', 0.00047619047619047673), ('königreichs württemberg', 0.001428571428571429), ('württemberg wahlen', 0.002063492063492064), ('württemberg somit', 0.002063492063492064), ('württemberg fast', 0.002063492063492064), ('württemberg beteiligte', 0.002063492063492064), ('württemberg 1828', 0.002063492063492064), ('herzogtums württemberg', 0.002063492063492064)]"
78,7907,"[('arten (', 0.0004761904761904756), ('tiere (', 0.0020265780730897008), ('zähne (', 0.0031339977851605762), ('gruppen (', 0.0031339977851605762), ('( zumindest', 0.0031339977851605762), ('primaten (', 0.003576965669988925), ('klein (', 0.003576965669988925), ('beutelsäugern (', 0.003576965669988925), ('unterkreide (', 0.003798449612403101), ('trophoblast (', 0.003798449612403101)]"
79,1375,"[('). enzyme', 0.00047619047619047673), ('enzyme katalysieren', 0.0019413919413919412), ('enzym beispielsweise', 0.0019413919413919412), ('enzym 1', 0.0023076923076923083), ('nutzen enzyme', 0.0026739926739926746), ('menge enzym', 0.0026739926739926746), ('meisten enzyme', 0.0026739926739926746), ('gesamten enzym', 0.0026739926739926746), ('enzyme lassen', 0.0026739926739926746), ('enzym zugesetzt', 0.0026739926739926746)]"
80,16976,"[('stadt görlitz', 0.00047619047619047673), ('görlitz befindet', 0.0019642857142857153), ('görlitz (', 0.0023611111111111116), ('görlitz :', 0.0024603174603174617), ('görlitz gegründet', 0.0025595238095238106), ('görlitz 2009', 0.0025595238095238106), ('görlitz liegt', 0.002757936507936509), ('görlitz erhielt', 0.002857142857142858), ('görlitz 1991', 0.002857142857142858), ('görlitz gilt', 0.002956349206349207)]"
81,49846,"[('stadt mülheim', 0.00047619047619047673), ('mülheim gemeinden', 0.003650793650793651), ('bürgermeisterei mülheim', 0.003968253968253969), ('städten mülheim', 0.004285714285714286), ('städte mülheim', 0.004285714285714286), ('mülheimer stadtgebiet', 0.004285714285714286), ('mülheim weist', 0.004285714285714286), ('mülheim gemäß', 0.004285714285714286), ('mülheim gehörte', 0.004285714285714286), ('wodurch mülheim', 0.004603174603174604)]"
82,70665,"[('kaiser (', 0.00047619047619047673), ('westen (', 0.0011309523809523814), ('jahrhundert (', 0.0013095238095238093), ('reich (', 0.002023809523809523), ('jahrhunderts (', 0.0020833333333333337), ('osten (', 0.002202380952380952), ('quellen (', 0.002321428571428571), ('( teils', 0.0025595238095238093), ('perser (', 0.002678571428571429), ('( hunnen', 0.0027380952380952383)]"
83,2657545,"[('sterne –', 0.00047619047619047673), ('sterne entstehen', 0.0012483912483912485), ('sterne genannt', 0.0020205920205920215), ('sterne erscheinen', 0.0020205920205920215), ('sterne bewegen', 0.0020205920205920215), ('sterne befinden', 0.0020205920205920215), ('sterne ?', 0.0020205920205920215), ('100 sterne', 0.0020205920205920215), ('sterne zählt', 0.002277992277992278), ('sterne lassen', 0.002277992277992278)]"
84,10460,"[('„ matthäus', 0.0004761904761904756), (': „', 0.001881342701014832), ('matthäus (', 0.0025058548009367675), ('„ jesus', 0.0031303669008587044), ('gemeinde „', 0.0035987509758001555), ('„ evangeliums', 0.003911007025761124), ('evangelist matthäus', 0.004067135050741608), ('„ evangelium', 0.004223263075722092), ('matthäus lehre', 0.004223263075722092), ('„ volk', 0.0043793911007025755)]"
85,1841,"[('globalen erwärmung', 0.00047619047619047673), ('3 °', 0.00047619047619047673), ('1 °', 0.00047619047619047673), ('0 °', 0.00047619047619047673), ('globale erwärmung', 0.001208791208791209), ('6 °', 0.001575091575091575), ('5 °', 0.001575091575091575), ('2 °', 0.001575091575091575), ('15 °', 0.001575091575091575), ('10 °', 0.001575091575091575)]"
86,179,"[('augustus –', 0.00047619047619047673), ('ließ augustus', 0.0018095238095238097), ('name augustus', 0.002380952380952381), ('kaisers augustus', 0.0025714285714285713), ('verlieh augustus', 0.0027619047619047623), ('übernahm augustus', 0.002952380952380952), ('verzichtete augustus', 0.002952380952380952), ('verfolgte augustus', 0.002952380952380952), ('designierte augustus', 0.002952380952380952), ('augustus zwang', 0.002952380952380952)]"
87,8193,"[('bundespräsident „', 0.0004761904761904756), ('bundespräsidenten „', 0.0009191583610188258), ('bundespräsident :', 0.0011406423034330004), ('deutschen bundespräsidenten', 0.0015836101882613508), ('bundespräsidenten :', 0.0015836101882613508), ('bundespräsidenten “', 0.0020265780730897008), ('bundespräsidenten gewählt', 0.0024695459579180514), ('bundespräsident heuss', 0.0024695459579180514), ('bundespräsident –', 0.0026910299003322256), ('bundespräsident köhler', 0.0031339977851605762)]"
88,4187,"[('stadt quedlinburg', 0.00047619047619047673), ('quedlinburg (', 0.0021325051759834377), ('stadt liegt', 0.002960662525879918), ('quedlinburger äbtissin', 0.0033747412008281576), ('quedlinburger schlossberg', 0.0033747412008281576), ('quedlinburger altstadt', 0.0033747412008281576), ('besuchte quedlinburg', 0.0033747412008281576), ('quedlinburger stiftskirche', 0.003788819875776398), ('bahnhof quedlinburg', 0.003788819875776398), ('zweimal quedlinburg', 0.004202898550724639)]"
89,3914,"[('platons dialogen', 0.0004761904761904778), ('dialogen platons', 0.0004761904761904778), ('platons sokrates', 0.0009370199692780346), ('platons idee', 0.0012442396313364068), ('werke platons', 0.0013978494623655925), ('platons werke', 0.0013978494623655925), ('platons philosophie', 0.0013978494623655925), ('philosophie platons', 0.0013978494623655925), ('platons schule', 0.001551459293394778), ('platons phaidon', 0.0017050691244239647)]"
90,492,"[('blei (', 0.00047619047619047673), ('( blei', 0.00047619047619047673), ('blei verwendet', 0.0013894324853228968), ('), blei', 0.002954990215264188), ('blei /', 0.0030854533594259627), ('zeigt blei', 0.0032159165035877367), ('blei weiterhin', 0.0032159165035877367), ('blei meist', 0.0032159165035877367), ('blei liegt', 0.0032159165035877367), ('apparatebau blei', 0.0032159165035877367)]"
91,15098,"[('stadt gelsenkirchen', 0.00047619047619047673), ('gelsenkirchen bzw', 0.0013308913308913318), ('amt gelsenkirchen', 0.0015750915750915762), ('gelsenkirchen –', 0.0018192918192918195), ('gelsenkirchen liegt', 0.0018192918192918195), ('gelsenkirchen finden', 0.0018192918192918195), ('kreis gelsenkirchen', 0.0019413919413919423), ('gelsenkirchen sitz', 0.0019413919413919423), ('gelsenkirchen gehört', 0.0019413919413919423), ('gemeinden gelsenkirchen', 0.002063492063492064)]"
92,1636,"[('konsonanten (', 0.00047619047619047673), ('gebildet (', 0.0006666666666666665), ('( partitiv', 0.0006666666666666665), ('( akkusativ', 0.0006666666666666665), ('pronomina (', 0.0008571428571428574), ('possessivsuffix (', 0.0008571428571428574), ('imperfekt (', 0.0008571428571428574), ('verbalsubstantiv (', 0.0010476190476190472), ('puhu (', 0.0010476190476190472), ('lese (', 0.0010476190476190472)]"
93,9736,"[('7 (', 0.00047619047619047673), ('7 %', 0.00047619047619047673), ('färöische sprache', 0.0009090909090909094), ('färöer liegen', 0.0009090909090909094), ('färöer führen', 0.0009090909090909094), ('( 2007', 0.0009090909090909094), ('färöische wirtschaft', 0.001341991341991342), ('färöische muttersprachler', 0.001341991341991342), ('färöer verfügen', 0.001341991341991342), ('färöer spielt', 0.001341991341991342)]"
94,15653,"[('ostfriesland finden', 0.0004761904761904756), ('ostfriesland liegt', 0.0008786049631120052), ('ostfriesland liegen', 0.0008786049631120052), ('ostfriesland begann', 0.0008786049631120052), ('verbindet ostfriesland', 0.001146881287726358), ('ostfriesland befinden', 0.001146881287726358), ('ostfriesland leben', 0.0012810194500335337), ('ostfriesland insgesamt', 0.0012810194500335337), ('ostfriesland geboren', 0.0012810194500335337), ('ostfriesland zählt', 0.0014151576123407105)]"
95,100735,"[('münchen ausgetragen', 0.00047619047619047673), ('münchen fanden', 0.0024369747899159666), ('münchen 1972', 0.0024369747899159666), ('olympischen spiele', 0.002717086834733894), ('stadt münchen', 0.002997198879551821), ('männer ausgetragen', 0.0035574229691876756), ('olympischen dorf', 0.003837535014005603), ('frauen ausgetragen', 0.003837535014005603), ('sportler daraufhin', 0.004117647058823531), ('olympischen dörfer', 0.004117647058823531)]"
96,1321,"[('mond (', 0.0004761904761904778), ('mond bezeichnet', 0.002780337941628265), ('erde (', 0.0029339477726574516), ('mond liegen', 0.0033947772657450083), ('mond stellen', 0.0035483870967741946), ('mond steht', 0.0035483870967741946), ('„ mond', 0.0037019969278033805), ('mond völlig', 0.0037019969278033805), ('mond umläuft', 0.0037019969278033805), ('mond fast', 0.0037019969278033805)]"
97,122218,"[('deutsche churchill', 0.00047619047619047673), (': churchill', 0.0011949685534591204), ('churchill –', 0.0015543575920934417), ('versuchte churchill', 0.0019137466307277639), ('churchill versuchte', 0.0019137466307277639), ('churchill trat', 0.0019137466307277639), ('erklärte churchill', 0.0020934411500449245), ('churchill mitglied', 0.0020934411500449245), ('winston churchill', 0.002273135669362085), ('schlug churchill', 0.002273135669362085)]"
98,3454,"[('manga –', 0.00047619047619047673), ('medium manga', 0.0015088927137119912), ('„ manga', 0.0016236374067699377), ('meisten manga', 0.001738382099827883), ('manga :', 0.001967871485943775), ('begriff manga', 0.001967871485943775), ('manga kamen', 0.0020826161790017217), ('000 manga', 0.0020826161790017217), ('manga finden', 0.002197360872059668), ('manga bezeichnet', 0.002197360872059668)]"
99,1890322,"[('käfer leben', 0.0004761904761904756), ('meisten käfer', 0.0009191583610188258), ('käfer besteht', 0.0011406423034330004), ('käfer gehören', 0.0015836101882613508), ('zahlreiche käfer', 0.0020265780730897008), ('käfer unterscheidet', 0.0020265780730897008), ('käfer besitzen', 0.0020265780730897008), ('käfer besiedeln', 0.0020265780730897008), ('wort käfer', 0.0022480620155038754), ('käfer zerkleinern', 0.0024695459579180514)]"
100,4282822,"[('sowohl preußen', 0.00047619047619047673), ('polnischen teilung', 0.00047619047619047673), ('nachbarstaaten preußen', 0.00047619047619047673), ('weder preußen', 0.0008902691511387173), ('strebte russland', 0.0008902691511387173), ('russland strebte', 0.0008902691511387173), ('preußen erhielt', 0.0008902691511387173), ('polnischen königs', 0.0008902691511387173), ('polnischen geschichte', 0.0008902691511387173), ('schlossen preußen', 0.0013043478260869568)]"
101,139275,"[('stadt cleveland', 0.00047619047619047673), ('cleveland liegt', 0.0034173669467787117), ('cleveland zudem', 0.003837535014005603), ('cleveland bildet', 0.003837535014005603), ('cleveland stammt', 0.004117647058823531), ('website cleveland', 0.004257703081232494), ('straße cleveland', 0.004257703081232494), ('hochschulen cleveland', 0.004257703081232494), ('cleveland monsters', 0.004257703081232494), ('cleveland indians', 0.004257703081232494)]"
